ID,item_cnt_month
0,1.0
1,0.0
2,0.833333333333
3,0.0833333333333
4,0.0
5,0.75
6,0.416666666667
7,0.666666666667
8,5.25
9,0.0
10,4.16666666667
11,0.0833333333333
12,0.0
13,1.5
14,2.91666666667
15,3.75
16,0.0
17,0.166666666667
18,2.08333333333
19,0.0
20,1.41666666667
21,0.0
22,2.25
23,1.41666666667
24,1.41666666667
25,0.0
26,0.0
27,0.833333333333
28,1.08333333333
29,1.25
30,1.25
31,0.0
32,0.833333333333
33,0.916666666667
34,0.166666666667
35,0.0833333333333
36,0.166666666667
37,1.0
38,0.166666666667
39,0.0833333333333
40,0.25
41,2.83333333333
42,4.5
43,4.58333333333
44,0.25
45,0.0
46,2.16666666667
47,0.583333333333
48,0.333333333333
49,1.83333333333
50,1.41666666667
51,0.0833333333333
52,0.333333333333
53,0.25
54,12.0833333333
55,1.25
56,4.83333333333
57,3.58333333333
58,1.91666666667
59,2.25
60,1.41666666667
61,0.833333333333
62,0.5
63,0.333333333333
64,0.0
65,0.0
66,1.0
67,0.0833333333333
68,0.25
69,0.416666666667
70,0.0
71,0.416666666667
72,0.583333333333
73,2.08333333333
74,0.0
75,0.0
76,0.333333333333
77,0.0
78,1.0
79,0.416666666667
80,1.25
81,3.08333333333
82,0.833333333333
83,0.5
84,2.08333333333
85,1.75
86,1.5
87,0.0833333333333
88,4.83333333333
89,2.25
90,0.75
91,0.0833333333333
92,2.41666666667
93,0.0833333333333
94,1.16666666667
95,0.0
96,0.0833333333333
97,1.08333333333
98,0.75
99,1.83333333333
100,7.5
101,0.166666666667
102,0.583333333333
103,0.0833333333333
104,0.166666666667
105,0.0
106,0.0
107,1.16666666667
108,0.166666666667
109,0.0
110,0.333333333333
111,0.0
112,0.0
113,0.0
114,0.583333333333
115,0.5
116,0.0
117,0.0833333333333
118,12.4166666667
119,0.25
120,0.0
121,0.166666666667
122,0.5
123,1.25
124,0.833333333333
125,1.0
126,0.0
127,0.0
128,0.0
129,0.0833333333333
130,0.0833333333333
131,0.0
132,0.0833333333333
133,0.666666666667
134,0.0833333333333
135,0.0833333333333
136,0.0833333333333
137,0.0
138,0.666666666667
139,0.0
140,0.5
141,0.25
142,0.166666666667
143,0.0833333333333
144,0.0
145,0.0
146,0.0
147,0.25
148,0.0
149,0.0
150,0.25
151,0.0
152,1.33333333333
153,0.166666666667
154,0.0
155,1.16666666667
156,0.75
157,0.0
158,0.0833333333333
159,0.25
160,0.0
161,0.0833333333333
162,0.0
163,0.916666666667
164,1.16666666667
165,0.0
166,0.416666666667
167,0.0833333333333
168,0.0
169,0.0
170,0.0833333333333
171,0.916666666667
172,0.333333333333
173,2.25
174,3.5
175,5.58333333333
176,1.0
177,0.0
178,0.166666666667
179,0.0833333333333
180,0.25
181,0.25
182,0.0
183,0.416666666667
184,0.0833333333333
185,0.0
186,0.166666666667
187,0.916666666667
188,0.0
189,0.0
190,0.0
191,1.33333333333
192,0.25
193,0.333333333333
194,0.0
195,0.0833333333333
196,0.0833333333333
197,7.16666666667
198,1.58333333333
199,0.0
200,0.0
201,0.0
202,0.416666666667
203,2.08333333333
204,0.416666666667
205,0.0
206,0.0
207,0.0
208,1.0
209,0.666666666667
210,0.333333333333
211,0.166666666667
212,0.166666666667
213,0.0833333333333
214,0.166666666667
215,1.41666666667
216,0.5
217,0.583333333333
218,4.58333333333
219,0.75
220,0.583333333333
221,0.0
222,0.0
223,0.416666666667
224,2.66666666667
225,0.666666666667
226,0.333333333333
227,0.0
228,0.166666666667
229,0.0
230,0.0
231,0.5
232,0.0
233,0.25
234,0.0
235,0.25
236,0.833333333333
237,1.41666666667
238,0.0833333333333
239,2.25
240,0.416666666667
241,0.0
242,0.0
243,0.0
244,0.0
245,0.333333333333
246,1.25
247,0.833333333333
248,1.33333333333
249,0.0
250,0.25
251,0.166666666667
252,1.08333333333
253,1.58333333333
254,1.0
255,1.33333333333
256,0.0
257,0.416666666667
258,0.916666666667
259,0.416666666667
260,0.0
261,0.0
262,0.333333333333
263,0.0
264,0.0833333333333
265,0.666666666667
266,0.0
267,0.0833333333333
268,0.0833333333333
269,0.0
270,1.25
271,0.0833333333333
272,0.166666666667
273,0.166666666667
274,18.25
275,0.0
276,0.0833333333333
277,2.0
278,0.0833333333333
279,0.25
280,0.166666666667
281,0.166666666667
282,0.333333333333
283,0.5
284,0.166666666667
285,0.166666666667
286,0.0
287,0.5
288,0.333333333333
289,0.0833333333333
290,0.0
291,0.0833333333333
292,0.75
293,0.416666666667
294,0.25
295,2.08333333333
296,0.25
297,0.75
298,0.0
299,0.0
300,0.0
301,1.58333333333
302,0.916666666667
303,0.5
304,0.0
305,0.0
306,0.416666666667
307,0.0833333333333
308,0.416666666667
309,0.0
310,0.0
311,0.583333333333
